476,"20091028",3,114,1944,"WipI",,"ge5",,,,"134","134",,"QU 1/2","KFL",,0,"QU 1/2",,200909101127,
477,"20091028",4,114,1944,"WipI",,"ge5",,,,"134","134",,"QU 1/2","KFL",,0,"QU 1/2",,200909101127,
478,"20091028",5,114,773,"WipI",,"SP",,,,"THRS","THRS",,"07A","KFL",,0,"07A",,200908032310,
479,"20091028",6,114,773,"WipI",,"SP",,,,"THRS","THRS",,"07A","KFL",,0,"07A",,200908032310,
480,"20091029",3,114,733,"WipI",,"GE",,,,"135","135",,"07A","KFL",,0,"07A",,200908032310,
481,"20091029",4,114,733,"WipI",,"GE",,,,"135","135",,"07A","KFL",,0,"07A",,200908032310,
482,"20091030",1,114,1057,"WipI",,"GE",,,,"046","046",,"08C","KFL",,16,,L,200908032329,
483,"20091030",2,114,1057,"WipI",,"GE",,,,"046","046",,"08C","KFL",,16,,L,200908032329,
484,"20091030",5,114,1944,"WipI",,"ge5",,,,"137","137",,"QU 1/2","KFL",,0,"QU 1/2",,200909101127,
485,"20091030",6,114,1944,"WipI",,"ge5",,,,"137","137",,"QU 1/2","KFL",,0,"QU 1/2",,200909101127,
487,"20091027",1,115,47,"BluH",,"M",,,,"046","046",,"08C","KFL",,16,,L,200908032329,
488,"20091027",2,115,1275,"BluH",,"M",,,,"n06","n06",,"06D","KFL",,0,"06D",,200908032310,
489,"20091027",4,115,75,"BluH",,"M",,,,"g21","g21",,"10A","KFL",,0,"10A",,200908032310,
490,"20091027",5,115,1776,"BluH",,"M",,,,"n07","n07",,"05D","KFL",,0,"05D",,200908032310,
491,"20091027",6,115,1776,"BluH",,"M",,,,"n07","n07",,"05D","KFL",,0,"05D",,200908032310,
493,"20091028",1,115,47,"BluH",,"M",,,,"046","046",,"08C","KFL",,16,,L,200908032329,
494,"20091028",2,115,47,"BluH",,"M",,,,"046","046",,"08C","KFL",,16,,L,200908032329,
495,"20091028",3,115,1275,"BluH",,"M",,,,"n06","n06",,"06D","KFL",,0,"06D",,200908032310,
496,"20091028",4,115,1776,"BluH",,"M",,,,"n07","n07",,"05D","KFL",,0,"05D",,200908032310,
497,"20091029",1,115,1776,"BluH",,"M",,,,"n07","n07",,"05D","KFL",,0,"05D",,200908032310,
498,"20091029",2,115,1776,"BluH",,"M",,,,"n07","n07",,"05D","KFL",,0,"05D",,200908032310,
499,"20091029",4,115,75,"BluH",,"M",,,,"g21","g21",,"10A","KFL",,0,"10A",,200908032310,
500,"20091029",5,115,1275,"BluH",,"M",,,,"n06","n06",,"06D","KFL",,0,"06D",,200908032310,
501,"20091029",6,115,1275,"BluH",,"M",,,,"n06","n06",,"06D","KFL",,0,"06D",,200908032310,
503,"20091030",1,115,75,"BluH",,"M",,,,"g21","g21",,"10A","KFL",,0,"10A",,200908032310,
504,"20091030",2,115,75,"BluH",,"M",,,,"g21","g21",,"10A","KFL",,0,"10A",,200908032310,
505,"20091030",3,115,2105,"BluH",,"PH+",,,,,,,"08C","KFL",,16,,L,200908051614,
506,"20091030",4,115,1776,"BluH",,"M",,,,"n07","n07",,"05D","KFL",,0,"05D",,200908032310,
507,"20091026",2,116,1302,"ReuD",,"VFG",,,,"n112","n112",,"06C","KFL",,0,"06C",,200908032311,
508,"20091026",3,116,1920,"ReuD",,"MU1",,,,"g07","g07",,"QU 1/2","KFL",,0,"QU 1/2",,200908032311,
509,"20091026",4,116,1920,"ReuD",,"MU1",,,,"g07","g07",,"QU 1/2","KFL",,0,"QU 1/2",,200908032311,
510,"20091026",5,116,577,"ReuD",,"MU",,,,"154","154",,"10C","KFL",,0,"10C",,200908032311,
511,"20091026",6,116,577,"ReuD",,"MU",,,,"154","154",,"10C","KFL",,0,"10C",,200908032311,
512,"20091027",1,116,1526,"ReuD",,"MU",,,,"nMu","nMu",,"06E","KFL",,0,"06E",,200908032311,
513,"20091027",2,116,1526,"ReuD",,"MU",,,,"nMu","nMu",,"06E","KFL",,0,"06E",,200908032311,
514,"20091027",3,116,1246,"ReuD",,"MU",,,,"n112","n112",,"06C","KFL",,0,"06C",,200908032311,
515,"20091027",4,116,1246,"ReuD",,"MU",,,,"n112","n112",,"06C","KFL",,0,"06C",,200908032311,
516,"20091027",6,116,2025,"ReuD",,"MU",,,,"g07","g07",,"08D","KFL",,16,,L,200908032330,
520,"20091028",7,116,1972,"ReuD",,"se4",,,,"g20","g20",,"QU 1/2","KFL",,0,"QU 1/2",,200908032311,
521,"20091028",8,116,1972,"ReuD",,"se4",,,,"g20","g20",,"QU 1/2","KFL",,0,"QU 1/2",,200908032311,
